"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Lat Pulldown (Machine)",,"",0,"normal",80,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Lat Pulldown (Machine)",,"",1,"normal",85,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Lat Pulldown (Machine)",,"",2,"normal",85,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Lat Pulldown (Machine)",,"",3,"normal",85,7,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Iso-Lateral Row (Machine)",,"",0,"normal",80,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Iso-Lateral Row (Machine)",,"",1,"normal",80,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Iso-Lateral Row (Machine)",,"",2,"normal",80,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Iso-Lateral Row (Machine)",,"",3,"normal",80,8,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Face Pull",,"",0,"normal",30,15,,,
"Routine 4 - Upper (Pull)","30 Jul 2026, 19:04","30 Jul 2026, 20:16","","Face Pull",,"",1,"normal",35,15,,,
