"date","weight_kg","fat_percent","neck_in","shoulder_in","chest_in","left_bicep_in","right_bicep_in","left_forearm_in","right_forearm_in","abdomen_in","waist_in","hips_in","left_thigh_in","right_thigh_in","left_calf_in","right_calf_in"
"20 Jul 2026, 00:00",74.5,,,,,,,,,,,,,,,
